Shipment_ID,Origin_Region,Carrier_Name,Cargo_Type,Planned_ETA,Actual_Arrival,Weather_Index,Port_Congestion_Level,Distance_KM
SHP3176,United States,GlobalShip,Fragile,16-06-2025,25-06-2025,9,0.95,4155
SHP3177,IN,AirFreight_Inc,Hazardous,10-06-2025,13-06-2025,2,0.68,1058
SHP3178,CN,OceanWave,Standard,21-01-2025,27-01-2025,1,,9673
SHP3179,USA,AirFreight_Inc,Fragile,08-05-2025,10-05-2025,99,0.58,6355
SHP3180,India,GlobalShip,Hazardous,20-07-2025,19-07-2025,7,0.3,6301
SHP3181,Brazil,FastLogistics,Standard,07-05-2025,08-05-2025,8,0.66,6048
SHP3182,IN,,Perishable,30-09-2025,03-10-2025,2,0.64,939
SHP3183,USA,AirFreight_Inc,Fragile,05-04-2025,13-04-2025,3,0.84,11362
SHP3184,CN,OceanWave,Fragile,07-06-2025,07-06-2025,3,0.65,10735
SHP3185,CN,,Fragile,06-03-2025,09-03-2025,4,0.19,13926
SHP3186,CN,,Perishable,14-10-2025,14-10-2025,9,0.37,10913
SHP3187,China,AirFreight_Inc,Hazardous,04-03-2025,03-03-2025,4,0.63,7455
SHP3188,U.S.,,Standard,18-09-2025,25-09-2025,7,0.95,4445
SHP3189,United States,AirFreight_Inc,Perishable,03-03-2025,13-03-2025,99,0.02,5254
SHP3190,United States,,Perishable,02-10-2025,05-10-2025,1,0.95,13186
SHP3191,India,FastLogistics,Fragile,21-03-2025,30-03-2025,5,0.93,14620
SHP3192,USA,FastLogistics,Fragile,13-07-2025,23-07-2025,1,0.31,10501
SHP3193,United States,FastLogistics,Fragile,20-10-2025,20-10-2025,3,0.32,10780
SHP3194,DE,GlobalShip,Perishable,24-03-2025,22-03-2025,6,,1274
SHP3195,Brazil,,Perishable,25-03-2025,29-03-2025,6,0.96,6255
SHP3196,USA,AirFreight_Inc,Perishable,19-01-2025,20-01-2025,1,0.91,2654
SHP3197,United States,FastLogistics,Perishable,22-07-2025,23-07-2025,7,0.39,9015
SHP3198,IN,FastLogistics,Standard,24-09-2025,04-10-2025,7,0.8,2636
SHP3199,IN,AirFreight_Inc,Standard,06-09-2025,07-09-2025,1,0.01,6931
SHP3200,CN,OceanWave,Hazardous,07-10-2025,12-10-2025,8,0.63,12264
SHP3201,Germany,FastLogistics,Hazardous,31-08-2025,08-09-2025,8,0.28,9071
SHP3202,CN,,Hazardous,09-06-2025,08-06-2025,9,0.31,978
SHP3203,U.S.,,Perishable,25-07-2025,28-07-2025,10,0.11,3006
SHP3204,China,FastLogistics,Fragile,29-04-2025,06-05-2025,7,0.08,5506
SHP3205,Germany,,Hazardous,12-05-2025,14-05-2025,7,0.16,6341
SHP3206,China,,Fragile,29-07-2025,29-07-2025,7,0.98,744
SHP3207,India,OceanWave,Fragile,26-03-2025,31-03-2025,8,0.93,10745
SHP3208,China,AirFreight_Inc,Fragile,11-01-2025,20-01-2025,10,0.37,14936
SHP3209,CN,FastLogistics,Fragile,22-06-2025,26-06-2025,2,0.46,10243
SHP3210,IN,FastLogistics,Fragile,07-05-2025,07-05-2025,9,0.58,13557
SHP3211,India,AirFreight_Inc,Hazardous,02-06-2025,07-06-2025,9,0.92,6187
SHP3212,Brazil,GlobalShip,Standard,24-08-2025,23-08-2025,1,0.48,8525
SHP3213,Brazil,,Perishable,04-02-2025,12-02-2025,4,0.75,13373
SHP3214,Germany,AirFreight_Inc,Perishable,26-07-2025,26-07-2025,5,0.36,13798
SHP3215,China,GlobalShip,Hazardous,02-09-2025,05-09-2025,9,,3372
SHP3216,United States,AirFreight_Inc,Hazardous,07-08-2025,14-08-2025,7,0.15,9052
SHP3217,IN,GlobalShip,Fragile,03-06-2025,05-06-2025,6,0.1,8832
SHP3218,IN,FastLogistics,Standard,03-02-2025,07-02-2025,4,0.84,13550
SHP3219,USA,GlobalShip,Fragile,25-05-2025,02-06-2025,1,0.98,4425
SHP3220,IN,AirFreight_Inc,Standard,19-02-2025,01-03-2025,8,,1292
SHP3221,IN,FastLogistics,Hazardous,08-09-2025,07-09-2025,8,0.58,5298
SHP3222,Germany,OceanWave,Hazardous,28-02-2025,09-03-2025,99,0.35,684
SHP3223,USA,,Perishable,16-04-2025,16-04-2025,4,0.99,9414
SHP3224,Germany,GlobalShip,Hazardous,18-05-2025,22-05-2025,99,0.48,1401
SHP3225,United States,,Standard,07-01-2025,17-01-2025,4,0.02,9744
SHP3226,China,GlobalShip,Hazardous,01-05-2025,03-05-2025,7,0.53,2657
SHP3227,India,AirFreight_Inc,Fragile,22-04-2025,21-04-2025,7,0.17,2774
SHP3228,USA,OceanWave,Perishable,10-01-2025,12-01-2025,2,0.28,9073
SHP3229,U.S.,FastLogistics,Perishable,08-09-2025,17-09-2025,7,0.6,14366
SHP3230,CN,GlobalShip,Fragile,16-01-2025,14-01-2025,5,0.49,9799
SHP3231,U.S.,OceanWave,Perishable,18-03-2025,21-03-2025,5,0.17,12771
SHP3232,IN,OceanWave,Fragile,06-03-2025,16-03-2025,1,0.94,2773
SHP3233,DE,AirFreight_Inc,Perishable,02-08-2025,08-08-2025,6,0.85,11999
SHP3234,Brazil,AirFreight_Inc,Fragile,17-03-2025,23-03-2025,9,0.29,9840
SHP3235,Germany,,Standard,30-01-2025,05-02-2025,5,0.43,14974
SHP3236,DE,,Standard,12-06-2025,13-06-2025,6,0.44,3812
SHP3237,Germany,OceanWave,Perishable,04-02-2025,14-02-2025,4,0.91,13846
SHP3238,USA,OceanWave,Fragile,17-08-2025,22-08-2025,9,0.93,6276
SHP3239,IN,,Standard,12-07-2025,21-07-2025,8,0.36,4999
SHP3240,India,OceanWave,Standard,07-02-2025,15-02-2025,9,0.31,5645
SHP3241,U.S.,OceanWave,Fragile,10-01-2025,15-01-2025,5,0.69,6472
SHP3242,USA,OceanWave,Perishable,08-01-2025,14-01-2025,2,0.66,11516
SHP3243,DE,FastLogistics,Fragile,02-07-2025,05-07-2025,10,0.81,12261
SHP3244,CN,GlobalShip,Perishable,14-03-2025,12-03-2025,99,0.34,1023
SHP3245,DE,FastLogistics,Hazardous,05-02-2025,04-02-2025,10,0.7,5458
SHP3246,United States,GlobalShip,Fragile,19-02-2025,22-02-2025,6,0.04,2434
SHP3247,India,GlobalShip,Perishable,19-09-2025,19-09-2025,9,0.21,2227
SHP3248,China,OceanWave,Fragile,30-08-2025,04-09-2025,3,0.61,5297
SHP3249,CN,,Standard,18-02-2025,18-02-2025,5,0.03,12514
SHP3250,India,GlobalShip,Hazardous,11-03-2025,14-03-2025,3,0.63,8215
SHP3251,IN,GlobalShip,Fragile,18-01-2025,17-01-2025,2,0.51,9403
SHP3252,China,FastLogistics,Fragile,13-05-2025,11-05-2025,5,0.93,11395
SHP3253,United States,FastLogistics,Perishable,28-05-2025,06-06-2025,99,0.12,3428
SHP3254,Brazil,AirFreight_Inc,Hazardous,26-10-2025,27-10-2025,2,0.88,6531
SHP3255,U.S.,AirFreight_Inc,Hazardous,25-09-2025,23-09-2025,7,0.17,1814
SHP3256,United States,GlobalShip,Fragile,14-02-2025,24-02-2025,7,0.8,5119
SHP3257,CN,OceanWave,Hazardous,01-07-2025,08-07-2025,4,0.88,7797
SHP3258,DE,OceanWave,Fragile,21-07-2025,30-07-2025,2,0.49,12741
SHP3259,China,FastLogistics,Standard,22-09-2025,20-09-2025,2,0.63,2278
SHP3260,India,OceanWave,Standard,17-05-2025,23-05-2025,6,0.52,8102
SHP3261,CN,AirFreight_Inc,Standard,19-05-2025,26-05-2025,9,0.47,8235
SHP3262,India,OceanWave,Fragile,19-07-2025,29-07-2025,1,0.99,5512
SHP3263,Germany,OceanWave,Fragile,18-05-2025,28-05-2025,5,0.55,5076
SHP3264,United States,FastLogistics,Standard,16-02-2025,19-02-2025,5,0.5,1627
SHP3265,United States,FastLogistics,Fragile,03-06-2025,04-06-2025,6,0.36,6883
SHP3266,DE,FastLogistics,Hazardous,22-08-2025,23-08-2025,4,0.81,10199
SHP3267,United States,AirFreight_Inc,Standard,06-09-2025,06-09-2025,5,0.29,12843
SHP3268,USA,FastLogistics,Hazardous,28-01-2025,06-02-2025,9,0.37,3880
SHP3269,India,GlobalShip,Hazardous,06-04-2025,06-04-2025,1,0.86,2904
SHP3270,Germany,,Fragile,02-04-2025,08-04-2025,1,0.54,11150
SHP3271,United States,FastLogistics,Standard,26-07-2025,05-08-2025,8,0.09,11673
SHP3272,India,FastLogistics,Perishable,31-03-2025,02-04-2025,5,0.4,7008
SHP3273,DE,OceanWave,Hazardous,24-07-2025,24-07-2025,9,0.59,3752
SHP3274,CN,FastLogistics,Standard,20-09-2025,21-09-2025,1,0.02,10398
SHP3275,USA,FastLogistics,Fragile,17-09-2025,22-09-2025,6,0.76,10301
SHP3276,India,FastLogistics,Hazardous,23-10-2025,22-10-2025,2,0.17,5020
SHP3277,IN,,Standard,04-02-2025,05-02-2025,4,0.36,7612
SHP3278,USA,FastLogistics,Perishable,18-01-2025,24-01-2025,7,0.24,6903
SHP3279,Germany,,Perishable,05-07-2025,09-07-2025,4,0.66,4024
SHP3280,China,OceanWave,Perishable,08-03-2025,14-03-2025,2,,9882
SHP3281,Brazil,AirFreight_Inc,Standard,07-08-2025,06-08-2025,2,0.37,2576
SHP3282,IN,FastLogistics,Perishable,13-08-2025,16-08-2025,8,0.56,1048
SHP3283,IN,,Perishable,28-08-2025,07-09-2025,3,0.37,4037
SHP3284,India,AirFreight_Inc,Hazardous,19-05-2025,24-05-2025,2,0.97,9286
SHP3285,U.S.,GlobalShip,Hazardous,11-08-2025,15-08-2025,99,0.8,3015
SHP3286,CN,OceanWave,Hazardous,12-03-2025,16-03-2025,10,0.02,9842
SHP3287,China,FastLogistics,Fragile,24-05-2025,26-05-2025,99,0.84,2463
SHP3288,Germany,FastLogistics,Standard,24-05-2025,28-05-2025,9,0.33,708
SHP3289,China,GlobalShip,Hazardous,20-07-2025,18-07-2025,5,0.86,9703
SHP3290,China,GlobalShip,Fragile,09-03-2025,13-03-2025,9,0.79,11506
SHP3291,U.S.,OceanWave,Fragile,25-06-2025,25-06-2025,5,0.63,4867
SHP3292,India,FastLogistics,Fragile,17-03-2025,27-03-2025,9,0.06,7014
SHP3293,Brazil,FastLogistics,Standard,06-10-2025,15-10-2025,5,0.69,3179
SHP3294,India,OceanWave,Hazardous,16-10-2025,22-10-2025,6,0.69,11094
SHP3295,IN,AirFreight_Inc,Perishable,25-03-2025,04-04-2025,5,0.91,10633
SHP3296,U.S.,OceanWave,Standard,26-10-2025,25-10-2025,4,0.64,1491
SHP3297,India,GlobalShip,Fragile,17-02-2025,17-02-2025,5,0.91,1736
SHP3298,CN,FastLogistics,Fragile,22-06-2025,22-06-2025,10,0.74,13067
SHP3299,China,GlobalShip,Fragile,13-04-2025,21-04-2025,5,0.35,6380
SHP3300,China,GlobalShip,Hazardous,30-03-2025,28-03-2025,99,0.51,7091
SHP3301,Germany,FastLogistics,Hazardous,25-03-2025,04-04-2025,3,0.87,5865
SHP3302,Germany,AirFreight_Inc,Fragile,19-02-2025,24-02-2025,7,0.61,13277
SHP3303,Germany,,Standard,06-02-2025,05-02-2025,8,0.84,11990
SHP3304,China,,Perishable,22-05-2025,28-05-2025,6,0.55,13455
SHP3305,United States,FastLogistics,Standard,04-06-2025,08-06-2025,2,0.32,10885
SHP3306,USA,AirFreight_Inc,Perishable,30-03-2025,05-04-2025,9,0.26,606
SHP3307,USA,OceanWave,Standard,22-03-2025,01-04-2025,6,0.77,2419
SHP3308,USA,GlobalShip,Hazardous,20-09-2025,22-09-2025,3,0.04,8064
SHP3309,U.S.,FastLogistics,Hazardous,18-04-2025,19-04-2025,7,0.72,8630
SHP3310,IN,FastLogistics,Fragile,11-08-2025,21-08-2025,4,0.92,9709
SHP3311,DE,AirFreight_Inc,Hazardous,30-05-2025,06-06-2025,2,0.95,2748
SHP3312,U.S.,GlobalShip,Hazardous,23-06-2025,28-06-2025,10,0.25,9789
SHP3313,U.S.,FastLogistics,Hazardous,22-03-2025,21-03-2025,7,0.72,3964
SHP3314,Germany,,Standard,15-02-2025,20-02-2025,4,0.52,4969
SHP3315,United States,OceanWave,Standard,17-05-2025,22-05-2025,7,0.77,5320
SHP3316,USA,GlobalShip,Fragile,22-01-2025,27-01-2025,3,0.82,10963
SHP3317,USA,OceanWave,Perishable,06-08-2025,12-08-2025,3,0.48,14275
SHP3318,CN,OceanWave,Hazardous,19-03-2025,22-03-2025,6,0.22,14856
SHP3319,DE,FastLogistics,Standard,18-05-2025,19-05-2025,4,0.81,8347
SHP3320,DE,GlobalShip,Standard,14-08-2025,16-08-2025,4,0.84,5479
SHP3321,United States,FastLogistics,Perishable,08-09-2025,12-09-2025,10,0.89,6741
SHP3322,India,GlobalShip,Hazardous,07-07-2025,14-07-2025,7,0.37,8783
SHP3323,USA,GlobalShip,Standard,01-08-2025,31-07-2025,9,,8589
SHP3324,India,OceanWave,Fragile,22-01-2025,28-01-2025,6,0.92,9111
SHP3325,DE,GlobalShip,Perishable,14-03-2025,13-03-2025,1,0.17,7496
SHP3326,India,,Standard,29-06-2025,05-07-2025,6,0.39,10476
SHP3327,IN,FastLogistics,Standard,11-03-2025,18-03-2025,7,0.96,9288
SHP3328,IN,GlobalShip,Hazardous,28-03-2025,05-04-2025,10,0.65,6278
SHP3329,USA,AirFreight_Inc,Fragile,23-06-2025,28-06-2025,4,0.95,8399
SHP3330,China,OceanWave,Fragile,23-06-2025,02-07-2025,8,0.59,14379
SHP3331,India,AirFreight_Inc,Perishable,08-10-2025,14-10-2025,2,0.79,7226
SHP3332,United States,OceanWave,Perishable,16-04-2025,26-04-2025,5,0.11,12386
SHP3333,Brazil,GlobalShip,Standard,30-05-2025,06-06-2025,7,0.57,2974
SHP3334,USA,AirFreight_Inc,Standard,09-08-2025,08-08-2025,7,0.03,5042
SHP3335,DE,OceanWave,Perishable,21-04-2025,28-04-2025,8,0.61,6369
SHP3336,CN,GlobalShip,Fragile,13-01-2025,14-01-2025,2,0.23,7566
SHP3337,China,OceanWave,Fragile,05-01-2025,13-01-2025,99,0.53,8978
SHP3338,DE,FastLogistics,Hazardous,14-03-2025,20-03-2025,8,0.26,12142
SHP3339,China,OceanWave,Hazardous,20-02-2025,19-02-2025,10,,2106
SHP3340,Brazil,GlobalShip,Fragile,23-10-2025,30-10-2025,2,0.61,12218
SHP3341,USA,GlobalShip,Standard,19-03-2025,28-03-2025,1,0.39,10284
SHP3342,U.S.,FastLogistics,Standard,22-03-2025,25-03-2025,6,0.45,1830
SHP3343,CN,AirFreight_Inc,Hazardous,14-10-2025,15-10-2025,1,0.33,14474
SHP3344,United States,AirFreight_Inc,Perishable,04-05-2025,10-05-2025,4,0.71,7167
SHP3345,USA,FastLogistics,Fragile,26-08-2025,30-08-2025,5,0.27,14572
SHP3346,China,,Standard,06-06-2025,15-06-2025,4,0.57,14702
SHP3347,China,,Standard,21-03-2025,26-03-2025,3,0.15,12454
SHP3348,U.S.,,Perishable,29-03-2025,07-04-2025,2,0.63,7064
SHP3349,Brazil,,Hazardous,24-08-2025,28-08-2025,6,0.14,8843
SHP3350,IN,AirFreight_Inc,Hazardous,01-04-2025,02-04-2025,4,0.69,7245
SHP3351,DE,FastLogistics,Hazardous,26-05-2025,05-06-2025,3,,3864
SHP3352,USA,AirFreight_Inc,Perishable,09-03-2025,14-03-2025,9,0.64,3973
SHP3353,DE,FastLogistics,Perishable,13-03-2025,17-03-2025,10,0.05,6422
SHP3354,United States,AirFreight_Inc,Standard,24-05-2025,27-05-2025,7,0.19,8541
SHP3355,USA,OceanWave,Standard,08-05-2025,15-05-2025,2,0.27,9535
SHP3356,China,FastLogistics,Perishable,23-10-2025,28-10-2025,7,0.23,3977
SHP3357,Germany,,Standard,16-05-2025,22-05-2025,9,,2078
SHP3358,United States,AirFreight_Inc,Hazardous,28-03-2025,05-04-2025,3,0.14,6727
SHP3359,DE,OceanWave,Perishable,09-05-2025,07-05-2025,3,0.05,2484
SHP3360,USA,,Hazardous,16-04-2025,24-04-2025,3,0.66,14939
SHP3361,United States,OceanWave,Fragile,01-05-2025,07-05-2025,6,0.98,12156
SHP3362,CN,OceanWave,Fragile,07-03-2025,13-03-2025,10,0.96,9768
SHP3363,IN,AirFreight_Inc,Standard,16-02-2025,16-02-2025,7,0.2,11613
SHP3364,IN,GlobalShip,Standard,13-10-2025,20-10-2025,9,0.16,12878
SHP3365,DE,AirFreight_Inc,Fragile,01-04-2025,08-04-2025,4,0.25,9590
SHP3366,China,FastLogistics,Fragile,29-06-2025,05-07-2025,6,0.73,12945
SHP3367,United States,AirFreight_Inc,Hazardous,27-02-2025,07-03-2025,9,0.46,11764
SHP3368,DE,OceanWave,Fragile,11-04-2025,15-04-2025,7,0.44,6183
SHP3369,DE,,Fragile,13-10-2025,17-10-2025,3,0.17,5821
SHP3370,Brazil,GlobalShip,Standard,07-02-2025,10-02-2025,4,,12463
SHP3371,IN,,Standard,11-03-2025,18-03-2025,4,0.98,11820
SHP3372,U.S.,OceanWave,Fragile,29-01-2025,31-01-2025,4,0.59,8087
SHP3373,United States,FastLogistics,Standard,13-10-2025,16-10-2025,5,0.04,3625
SHP3374,China,,Perishable,22-07-2025,25-07-2025,5,0.16,4542
SHP3375,Brazil,GlobalShip,Standard,27-05-2025,25-05-2025,1,0.57,6759
SHP3376,India,,Standard,07-06-2025,14-06-2025,1,0.19,14911
SHP3377,U.S.,GlobalShip,Hazardous,27-07-2025,29-07-2025,6,,9835
SHP3378,Germany,GlobalShip,Fragile,12-09-2025,21-09-2025,5,0.37,3166
SHP3379,USA,OceanWave,Hazardous,30-03-2025,31-03-2025,10,0.1,10392
SHP3380,DE,GlobalShip,Hazardous,27-04-2025,28-04-2025,8,0.51,8050
SHP3381,DE,,Hazardous,04-09-2025,09-09-2025,9,0.77,10416
SHP3382,USA,OceanWave,Perishable,16-09-2025,17-09-2025,8,0.6,4623
SHP3383,India,AirFreight_Inc,Standard,04-02-2025,11-02-2025,1,0.24,5215
SHP3384,India,GlobalShip,Perishable,24-03-2025,03-04-2025,4,0.4,8402
SHP3385,U.S.,FastLogistics,Fragile,07-07-2025,11-07-2025,9,0.45,10308
SHP3386,U.S.,FastLogistics,Standard,28-07-2025,30-07-2025,5,0.81,8390
SHP3387,DE,,Perishable,17-05-2025,15-05-2025,9,0.65,1871
SHP3388,China,GlobalShip,Perishable,15-06-2025,16-06-2025,7,0.03,8658
SHP3389,DE,AirFreight_Inc,Hazardous,14-07-2025,12-07-2025,6,0.89,3953
SHP3390,USA,GlobalShip,Fragile,22-04-2025,30-04-2025,5,0.65,8601
SHP3391,IN,GlobalShip,Perishable,26-01-2025,01-02-2025,1,0.8,5617
SHP3392,U.S.,,Hazardous,24-09-2025,27-09-2025,2,0.51,6562
SHP3393,USA,OceanWave,Hazardous,07-04-2025,10-04-2025,7,0.23,13204
SHP3394,Brazil,FastLogistics,Fragile,09-08-2025,14-08-2025,1,0.69,6950
SHP3395,IN,FastLogistics,Hazardous,28-07-2025,26-07-2025,1,0.02,1906
SHP3396,USA,OceanWave,Fragile,06-08-2025,04-08-2025,2,0.18,14408
SHP3397,CN,,Hazardous,23-08-2025,02-09-2025,9,0.5,3397
SHP3398,CN,AirFreight_Inc,Perishable,31-08-2025,06-09-2025,7,0.26,7767
SHP3399,DE,OceanWave,Fragile,16-06-2025,19-06-2025,7,0.5,6785
SHP3400,India,GlobalShip,Fragile,30-05-2025,09-06-2025,4,0.22,6860
SHP3401,China,AirFreight_Inc,Hazardous,15-01-2025,17-01-2025,1,0.04,7575
SHP3402,USA,,Fragile,25-07-2025,25-07-2025,9,0.3,2063
SHP3403,DE,FastLogistics,Standard,07-04-2025,09-04-2025,9,0.62,1510
SHP3404,United States,,Fragile,08-07-2025,16-07-2025,2,0.33,591
SHP3405,CN,,Standard,22-08-2025,20-08-2025,2,0.03,7402
SHP3406,China,FastLogistics,Fragile,11-09-2025,09-09-2025,5,0.38,12857
SHP3407,USA,AirFreight_Inc,Standard,23-09-2025,27-09-2025,6,0.47,2084
SHP3408,USA,GlobalShip,Perishable,26-07-2025,01-08-2025,6,0.02,10484
SHP3409,USA,OceanWave,Standard,13-01-2025,15-01-2025,5,0.11,10871
SHP3410,U.S.,,Standard,25-03-2025,30-03-2025,2,0.55,8138
SHP3411,United States,,Hazardous,28-04-2025,29-04-2025,9,0.06,4017
SHP3412,U.S.,AirFreight_Inc,Fragile,10-10-2025,15-10-2025,3,0.96,2452
SHP3413,India,OceanWave,Standard,29-03-2025,29-03-2025,2,,3609
SHP3414,China,FastLogistics,Hazardous,09-10-2025,17-10-2025,8,0.98,13902
SHP3415,United States,GlobalShip,Fragile,22-07-2025,20-07-2025,3,0.05,1157
SHP3416,DE,GlobalShip,Fragile,07-01-2025,14-01-2025,9,0.26,5748
SHP3417,DE,FastLogistics,Perishable,25-06-2025,02-07-2025,6,0.53,7676
SHP3418,DE,OceanWave,Standard,03-09-2025,02-09-2025,4,0.82,5087
SHP3419,CN,OceanWave,Fragile,05-08-2025,13-08-2025,9,0.38,2256
SHP3420,Germany,OceanWave,Fragile,23-01-2025,21-01-2025,10,0.95,12190
SHP3421,Brazil,OceanWave,Perishable,16-10-2025,23-10-2025,10,0.87,1009
SHP3422,USA,,Fragile,04-07-2025,04-07-2025,4,0.14,6105
SHP3423,India,GlobalShip,Fragile,29-08-2025,01-09-2025,8,0.33,12209
SHP3424,India,FastLogistics,Hazardous,14-10-2025,19-10-2025,99,0.98,2509
SHP3425,Brazil,OceanWave,Standard,15-04-2025,18-04-2025,9,0.34,4878
SHP3426,U.S.,,Perishable,13-01-2025,12-01-2025,3,0.31,3221
SHP3427,DE,,Standard,26-07-2025,27-07-2025,6,0.18,1669
SHP3428,Brazil,FastLogistics,Fragile,24-01-2025,26-01-2025,2,0.98,6691
SHP3429,United States,FastLogistics,Fragile,07-04-2025,13-04-2025,2,0.07,10724
SHP3430,DE,,Hazardous,07-02-2025,15-02-2025,2,0.37,1510
SHP3431,U.S.,FastLogistics,Hazardous,18-05-2025,23-05-2025,6,0.12,4913
SHP3432,Germany,GlobalShip,Fragile,22-10-2025,30-10-2025,5,0.18,11274
SHP3433,CN,GlobalShip,Fragile,13-06-2025,21-06-2025,8,0.61,8750
SHP3434,India,FastLogistics,Fragile,30-05-2025,30-05-2025,9,0.27,7876
SHP3435,Brazil,FastLogistics,Hazardous,10-10-2025,19-10-2025,99,0.06,885
SHP3436,U.S.,,Fragile,05-02-2025,11-02-2025,3,0.01,3502
SHP3437,CN,FastLogistics,Hazardous,16-10-2025,26-10-2025,9,0.55,7681
SHP3438,USA,FastLogistics,Standard,31-03-2025,30-03-2025,6,0.95,4254
SHP3439,IN,GlobalShip,Perishable,26-08-2025,30-08-2025,99,0.11,688
SHP3440,CN,OceanWave,Fragile,06-03-2025,10-03-2025,7,0.66,4353
SHP3441,Germany,AirFreight_Inc,Hazardous,19-01-2025,28-01-2025,1,0.4,3979
SHP3442,CN,,Standard,15-04-2025,20-04-2025,4,0.19,966
SHP3443,USA,FastLogistics,Perishable,14-04-2025,24-04-2025,2,0.23,5927
SHP3444,CN,FastLogistics,Fragile,01-10-2025,29-09-2025,10,0.85,6487
SHP3445,DE,FastLogistics,Hazardous,05-05-2025,04-05-2025,10,0.27,12513
SHP3446,Germany,OceanWave,Standard,15-08-2025,22-08-2025,10,0.1,9893
SHP3447,DE,GlobalShip,Standard,22-08-2025,28-08-2025,3,0.78,10126
SHP3448,IN,,Fragile,02-08-2025,05-08-2025,7,0.54,1010
SHP3449,United States,GlobalShip,Perishable,21-07-2025,28-07-2025,5,0.46,8294
SHP3450,CN,AirFreight_Inc,Perishable,07-06-2025,05-06-2025,1,0.37,1679
SHP3451,Brazil,OceanWave,Standard,27-09-2025,01-10-2025,6,,586
SHP3452,United States,GlobalShip,Fragile,06-07-2025,11-07-2025,1,0.59,1555
SHP3453,CN,OceanWave,Standard,14-08-2025,16-08-2025,2,0.25,6707
SHP3454,USA,,Fragile,13-05-2025,21-05-2025,8,0.22,4251
SHP3455,U.S.,OceanWave,Perishable,30-01-2025,03-02-2025,1,0.13,13285
SHP3456,Germany,GlobalShip,Fragile,19-07-2025,19-07-2025,9,0.47,10312
SHP3457,Germany,OceanWave,Standard,17-07-2025,24-07-2025,2,0.35,13928
SHP3458,USA,AirFreight_Inc,Hazardous,15-06-2025,18-06-2025,6,0.84,1057
SHP3459,USA,GlobalShip,Fragile,18-07-2025,21-07-2025,8,0.58,8910
SHP3460,China,FastLogistics,Hazardous,14-02-2025,16-02-2025,6,0.28,9735
SHP3461,CN,FastLogistics,Hazardous,24-09-2025,01-10-2025,4,0.22,2192
SHP3462,Brazil,AirFreight_Inc,Standard,02-08-2025,05-08-2025,99,0.9,13054
SHP3463,CN,AirFreight_Inc,Standard,22-09-2025,23-09-2025,2,0.49,1238
SHP3464,DE,OceanWave,Fragile,26-05-2025,29-05-2025,1,,7378
SHP3465,United States,GlobalShip,Hazardous,22-07-2025,24-07-2025,8,0.3,6087
SHP3466,China,FastLogistics,Fragile,26-02-2025,24-02-2025,3,0.6,11083
SHP3467,CN,AirFreight_Inc,Hazardous,27-09-2025,29-09-2025,4,0.57,5678
SHP3468,Brazil,,Standard,21-09-2025,21-09-2025,2,,874
SHP3469,China,GlobalShip,Standard,06-06-2025,10-06-2025,5,0.79,14111
SHP3470,China,GlobalShip,Hazardous,08-01-2025,13-01-2025,6,0.66,14438
SHP3471,Brazil,AirFreight_Inc,Hazardous,03-01-2025,01-01-2025,9,0.85,10820
SHP3472,India,GlobalShip,Fragile,11-02-2025,13-02-2025,4,0.74,9602
SHP3473,U.S.,GlobalShip,Standard,09-09-2025,12-09-2025,9,0.81,4871
SHP3474,IN,OceanWave,Fragile,19-02-2025,01-03-2025,7,0.63,6335
SHP3475,U.S.,OceanWave,Hazardous,09-02-2025,17-02-2025,8,0.4,14106
SHP3476,China,OceanWave,Fragile,03-03-2025,03-03-2025,5,0.75,13177
SHP3477,United States,FastLogistics,Hazardous,03-09-2025,09-09-2025,2,0.67,1698
SHP3478,USA,FastLogistics,Perishable,11-06-2025,13-06-2025,6,0.58,971
SHP3479,CN,GlobalShip,Fragile,17-07-2025,23-07-2025,99,0.16,5746
SHP3480,USA,OceanWave,Fragile,28-05-2025,29-05-2025,10,0.42,6280
SHP3481,IN,AirFreight_Inc,Perishable,12-09-2025,12-09-2025,9,0.94,8991
SHP3482,United States,,Perishable,06-03-2025,05-03-2025,7,0.19,14784
SHP3483,India,FastLogistics,Standard,07-09-2025,12-09-2025,9,,9247
SHP3484,United States,GlobalShip,Perishable,16-06-2025,15-06-2025,3,0.64,11402
SHP3485,DE,AirFreight_Inc,Standard,20-01-2025,26-01-2025,2,0.41,8417
SHP3486,China,,Fragile,06-03-2025,16-03-2025,6,0.16,4524
SHP3487,China,AirFreight_Inc,Standard,04-06-2025,07-06-2025,5,0.84,8050
SHP3488,Brazil,FastLogistics,Perishable,20-04-2025,21-04-2025,3,0.12,1272
SHP3489,DE,,Hazardous,02-04-2025,05-04-2025,10,0.23,10756
SHP3490,Germany,AirFreight_Inc,Fragile,23-10-2025,21-10-2025,5,0.11,6774
SHP3491,United States,OceanWave,Hazardous,16-04-2025,15-04-2025,4,0.08,4425
SHP3492,China,GlobalShip,Fragile,26-04-2025,30-04-2025,5,0.04,5078
SHP3493,CN,AirFreight_Inc,Fragile,03-09-2025,01-09-2025,3,0.15,8401
SHP3494,Germany,OceanWave,Fragile,15-10-2025,19-10-2025,8,0.44,14898
SHP3495,Germany,OceanWave,Perishable,27-03-2025,01-04-2025,1,0.64,2409
SHP3496,DE,,Hazardous,19-05-2025,18-05-2025,7,0.83,2401
SHP3497,CN,FastLogistics,Fragile,20-04-2025,20-04-2025,8,0.46,8317
